temperature_mean_last_24h,vibration_level,mileage_km,engine_load,ambient_temp,coolant_pressure,battery_voltage,failure_next_30_days
88.04717079754431,1.3417993514009217,178018.5461311014,66.74008074082884,19.873661889264525,1.0276201192619974,25.693272226259058,0
74.60015893759504,3.8912069925461825,149346.2006963052,50.33079643149456,19.815252860496777,2.2172642256147035,22.83923903316259,0
92.50451195806457,2.9419679935848033,276609.3034883508,77.91505282444398,16.452268530834093,2.0388925729272525,23.52915190201699,1
94.40564716391214,2.4000908815375963,262267.46262570657,39.86098723413428,35.37032199830744,1.2513986535384478,23.482319373653024,1
65.48964811346164,2.749182488239609,72035.29609113812,29.787294211803673,4.195255224014252,1.9804171359626745,21.998653941437304,0
71.97820493137682,4.036770787041004,145845.23087337124,26.06260365076932,4.383402568651823,1.1549618142191225,22.829570768424922,1
86.27840403167285,3.731240517325073,270415.0521281364,66.92421702127051,0.11477660684244917,1.2978841662967333,22.349602701460945,1
81.83757407656418,2.8720765419944994,244222.8942550289,44.55903500019638,45.0,1.5028793749552114,22.4262872714856,1
84.83198842495712,1.8608925359307202,217925.46255970103,52.89447175523438,33.016502634334245,1.2370471582041787,23.828093450488883,1
76.4695607242642,1.9314554030883602,298454.2453928147,71.41559513882645,0.9493582744047622,1.681640423862574,25.194517935137977,0
93.79397974862829,3.753030159924662,134557.36258488047,59.9311271291078,-8.069284087643155,1.8412292387778597,26.819642353270677,0
92.77791935428948,1.7222575743456061,202400.664040979,37.208198372225894,7.023322805897118,1.0741884835162945,24.83420211996241,1
85.66030697561216,2.881845511755692,291442.9721492996,79.36289903001017,11.062470787898393,1.5355578545806732,26.526320556542597,0
96.27241206968033,5.6810721273799025,198056.3978832469,50.63507490049346,13.82325763363423,1.2029223528430206,22.218812681573173,1
89.67509342252046,3.4595608383700958,275003.73828354623,54.055841955001505,-13.081303171141379,1.582429435566647,26.645124291049036,0
76.40707537116762,3.7422492039950046,158301.6266492075,44.30762639142843,-1.0907861754278674,1.5894533223705751,23.525467308937863,0
88.68750784082499,1.9389647281336715,184092.04368131253,38.26533115393221,28.229895561664907,1.3088598970203669,27.333078308076225,1
75.41117399171002,1.7726983438275556,107424.17501204635,58.45539839008854,19.182438220487484,1.4507318664991447,22.545974336368413,0
93.78450301307272,3.795822037038051,85429.87481676508,33.379157921911236,-0.47985662407460694,1.5309688632102991,25.606571256333908,1
84.50074089013746,2.717648011105142,211924.2280928722,53.75378263058893,24.510568261479996,1.2947314934358527,22.200105170329234,1
83.15137636454739,4.173621481563674,286001.9223035613,78.78098034549848,24.662802764062867,0.9976673746257289,22.303349933754966,1
78.1907045559606,3.143133237624519,240816.10506194682,66.26890191110486,43.35594661165097,1.732725118777098,27.348720760810583,1
97.2254133867403,6.556362785550131,342822.79110768565,58.04472287970641,6.759364741322722,1.7305190319116064,22.716166107934626,1
83.45470517931197,2.5276801846866515,218576.0452169849,38.525429270260545,-0.1078432953470454,1.71664107721849,24.372639812649872,0
80.71672177836894,3.389131529189429,80388.87001232937,54.08942786421009,7.766862826314055,1.2021471945900566,22.240976751094866,1
81.4786644951177,2.2058543374125303,277535.5453236698,43.05909844270325,23.89275858201218,1.4302101275726156,24.05180424751096,0
90.32309185553349,4.13208001065243,163717.75019685677,76.63330836404792,-8.806977544363875,1.0108129027125137,27.04765606625448,1
88.65444064364078,3.5405123938742857,260070.45193991452,47.89090509283611,10.061332547227662,2.1258085131933377,24.42453806457015,0
89.12732611595989,2.138810146585673,67161.4434856491,43.21039100324127,10.582340417829915,1.1014159255240148,23.199695601244937,1
89.30821003007883,2.7827151058865724,227996.0767103626,51.734396879814724,29.9299986655816,1.8755246316439984,23.40878415320485,0
106.41647600870462,4.471834773500526,306215.35041274247,43.27418740712987,1.9395399305951813,1.2671596320899878,23.817184251749165,1
80.93584983615385,4.351709105372455,296438.398423179,58.53480372860877,7.797041008352767,1.5908226527726181,24.071100040724964,1
79.87757270928462,1.685604360734354,229940.64798279706,82.31908750560487,17.840290450226703,1.422939734906012,24.604820578621514,1
76.86227271752122,2.634030356267794,245893.46786934114,55.107528995707575,0.7744744194497173,1.3843491304314077,25.196370380599177,1
91.15979422575495,4.921396756296968,210225.09492537862,41.15832539621134,-1.9489370317345998,1.621939440648153,23.058603198776243,1
96.28972292720891,2.9328221993052774,226136.0846030956,52.629658490271254,38.08836893484812,1.334438758714461,24.900057044257323,1
83.86052542345125,3.2834225145492586,300141.9100620247,35.936619093402385,18.362484819085182,1.0159654659302422,21.48596707997074,1
76.59843523037472,4.126931916660077,190008.95325152777,98.10236445176363,28.233053503507957,1.450267802714474,24.29681002571869,1
76.75518784308761,1.767838293701578,197848.139742931,82.01332981870249,20.894635223916097,1.8343349727883527,22.874733680514996,0
91.50592787824701,2.1603025025706017,123636.0736680188,73.70527697386345,8.241772811826067,1.504949034301,23.746015129052076,1
92.43254171203442,2.7763009167833594,301735.81247852906,66.27121138248084,0.9171076566505167,1.21796777473314,24.774191580250267,1
90.43154268305194,4.30462361985525,224411.06329002097,52.51769352910891,1.5310798944338995,2.3295557276326004,26.064029302984387,0
